price,manufacturer,color,had_accident,resold,automatic_transmission
74200,renault,red,1,1,1
12200,renault,white,1,1,1
25200,renault,white,0,1,1
158200,bmd,white,1,1,1
57200,bmd,red,0,1,1
85200,renault,white,1,1,1
100200,ford,white,0,1,1
94200,bmd,white,1,1,1
9200,renault,red,1,1,1
5200,renault,white,1,1,1
66200,bmd,white,0,1,1
90200,ford,white,0,1,1
198200,bmd,white,1,1,1
18200,renault,red,1,1,1
118200,toyota,white,1,1,1
95200,ford,white,0,1,1
61200,renault,white,1,1,1
4200,ford,white,1,1,1
113200,toyota,white,0,1,0
90200,ford,white,1,0,1
59200,bmd,black,0,1,0
174200,ford,red,0,1,1
46200,bmd,white,1,1,1
40200,bmd,white,0,1,1
78200,renault,black,1,1,0
73200,renault,white,0,0,1
55200,bmd,white,0,1,1
82200,renault,white,1,0,1
19200,renault,red,0,0,1
237200,volvo,red,1,1,1
43200,bmd,white,0,0,1
45200,renault,white,1,1,0
52200,renault,white,1,1,1
103200,bmd,white,1,1,1
47200,renault,black,1,1,1
2200,bmd,white,0,1,0
83200,bmd,white,0,0,0
135200,renault,white,1,1,1
95200,bmd,red,0,0,0
179200,bmd,white,1,0,1
50200,bmd,white,0,1,1
96200,ford,white,0,1,1
51200,renault,white,1,1,1
75200,renault,black,0,0,1
42200,renault,white,1,1,1
149200,bmd,white,1,0,1
47200,renault,white,0,0,1
190200,volvo,white,1,1,0
18200,ford,black,1,1,1
86200,bmd,black,0,1,1
62200,bmd,white,0,0,0
151200,bmd,white,1,1,0
13200,renault,white,0,0,1
14200,bmd,white,0,1,1
3200,ford,white,1,0,1
49200,renault,white,0,1,0
55200,volvo,white,0,0,1
133200,bmd,red,1,1,1
17200,ford,white,1,0,1
29200,ford,black,1,1,1
28200,volvo,white,0,1,1
130200,bmd,white,1,1,1
19200,renault,red,1,1,1
34200,renault,black,0,1,1
115200,bmd,black,1,1,1
8200,bmd,black,0,0,0
158200,ford,white,0,0,0
63200,bmd,white,1,1,1
99200,renault,black,1,1,1
30200,renault,red,0,1,1
36200,ford,white,1,0,1
121200,ford,white,0,1,0
17200,renault,white,1,0,1
132200,renault,red,1,1,0
89200,ford,red,0,1,1
16200,volvo,white,0,0,1
44200,bmd,white,1,1,1
24200,ford,white,1,1,1
122200,ford,white,0,1,1
34200,renault,white,0,1,0
43200,renault,white,0,1,1
18200,renault,white,0,1,0
8200,renault,white,1,1,1
49200,renault,black,0,1,1
23200,renault,white,0,1,1
177200,ford,black,0,1,1
2200,renault,black,0,1,0
62200,renault,red,0,1,1
79200,renault,black,0,1,1
71200,ford,white,1,1,1
53200,volvo,white,0,1,1
85200,renault,black,1,1,0
84200,renault,black,1,1,1
79200,renault,white,0,1,1
70200,renault,white,1,0,1
177200,renault,red,0,1,1
113200,ford,red,0,0,1
6200,bmd,white,0,1,1
56200,renault,red,0,0,1
78200,bmd,white,1,1,1
56200,renault,white,0,1,1
96200,renault,red,0,0,1
79200,renault,white,1,1,1
20200,renault,white,0,1,1
62200,bmd,black,1,1,1
50200,renault,white,0,0,1
100200,ford,red,0,1,1
88200,volvo,white,0,1,1
20200,bmd,white,0,0,1
76200,renault,red,0,1,1
34200,renault,white,0,1,0
39200,renault,white,0,0,1
37200,renault,white,1,1,1
27200,renault,white,1,1,1
23200,renault,white,1,0,1
62200,renault,white,1,1,1
80200,ford,white,0,1,1
169200,bmd,white,1,1,1
32200,ford,white,1,1,1
44200,ford,white,1,0,1
118200,ford,black,0,1,1
202200,renault,red,0,1,1
52200,ford,black,1,1,1
9200,bmd,red,0,0,1
150200,bmd,black,1,0,1
62200,renault,white,1,1,1
52200,bmd,white,0,0,0
146200,renault,red,1,1,1
32200,ford,red,1,1,1
10200,renault,white,1,1,0
17200,ford,white,1,1,0
8200,bmd,white,0,0,1
82200,renault,white,0,1,1
130200,renault,white,0,1,0
15200,ford,white,1,1,1
86200,bmd,red,0,1,1
118200,ford,red,0,1,1
96200,ford,white,0,1,0
68200,bmd,black,0,1,1
147200,bmd,black,1,1,1
94200,ford,white,0,0,1
191200,renault,white,0,1,1
133200,volvo,white,0,0,0
6200,bmd,red,0,0,1
47200,bmd,white,0,1,1
82200,renault,white,0,0,1
113200,renault,white,0,1,1
22200,renault,white,1,1,1
145200,ford,white,0,0,1
22200,renault,white,1,0,1
123200,bmd,white,1,1,1
206200,bmd,white,1,0,1
15200,renault,white,0,1,0
1200,ford,white,1,1,1
5200,renault,white,1,0,1
100200,bmd,white,1,0,1
67200,bmd,white,1,0,1
90200,renault,red,1,1,1
4200,renault,white,1,0,1
34200,renault,white,0,1,1
91200,bmd,black,1,1,1
45200,bmd,white,0,1,0
82200,ford,red,0,1,1
8200,renault,white,0,1,0
57200,renault,white,1,1,1
38200,renault,white,0,1,1
52200,bmd,black,1,1,1
212200,bmd,black,1,1,1
8200,renault,white,1,1,1
138200,bmd,red,1,1,1
57200,ford,white,1,1,1
28200,bmd,white,0,0,1
114200,bmd,white,1,0,1
98200,ford,white,0,1,0
78200,renault,red,1,1,1
27200,renault,white,0,1,1
74200,renault,white,1,0,0
1200,renault,white,0,1,1
44200,ford,white,1,0,1
54200,bmd,white,1,1,1
18200,renault,red,1,1,1
39200,bmd,white,0,1,1
53200,renault,white,0,1,1
15200,renault,white,1,1,1
137200,renault,white,1,0,1
41200,renault,white,0,1,0
70200,bmd,black,0,0,1
179200,bmd,white,1,0,1
52200,bmd,white,0,1,1
134200,renault,white,0,0,1
93200,renault,black,1,1,1
29200,ford,white,1,0,0
98200,ford,white,0,1,1
26200,volvo,white,0,1,1
11200,renault,red,1,1,1
110200,bmd,white,1,1,1
104200,renault,white,0,1,1
59200,ford,white,1,1,1
126200,renault,white,1,0,1
1200,ford,white,1,1,1
236200,toyota,white,0,1,1
16200,renault,red,1,1,1
93200,renault,white,0,1,1
96200,renault,white,0,0,1
66200,bmd,white,1,0,1
4200,renault,white,0,1,1
80200,renault,white,0,1,1
14200,renault,black,1,1,1
40200,renault,white,0,1,0
21200,renault,white,1,1,1
28200,renault,red,1,0,1
20200,volvo,white,0,1,1
144200,ford,white,0,1,1
33200,renault,white,0,1,1
116200,bmd,white,1,1,1
67200,bmd,white,1,1,1
63200,bmd,white,1,1,1
97200,ford,white,0,1,1
119200,volvo,red,1,1,1
81200,renault,black,1,0,1
59200,renault,white,0,1,1
58200,renault,white,0,1,1
172200,ford,red,0,1,1
155200,bmd,white,1,0,1
10200,ford,white,1,1,0
28200,renault,black,1,1,0
53200,renault,red,0,1,1
5200,ford,white,1,1,1
6200,bmd,white,0,1,1
27200,ford,white,1,1,1
77200,renault,white,1,1,1
49200,bmd,white,0,1,1
166200,ford,red,0,0,1
19200,renault,white,1,1,1
42200,ford,white,1,1,0
131200,bmd,white,0,1,1
53200,renault,white,1,1,1
180200,bmd,white,1,1,1
68200,ford,white,0,1,1
19200,ford,red,1,1,1
23200,renault,white,1,1,1
109200,renault,black,1,0,1
4200,ford,black,1,1,1
160200,ford,red,0,1,1
115200,ford,red,0,1,0
229200,ford,white,0,0,1
153200,renault,white,0,0,1
129200,renault,red,0,1,1
85200,bmd,white,1,1,1
69200,renault,black,1,1,1
28200,ford,black,1,1,1
171200,bmd,white,1,1,1
53200,renault,white,1,0,1
168200,bmd,white,1,1,1
36200,renault,white,0,1,1
82200,bmd,white,1,1,1
43200,ford,white,1,1,1
99200,renault,white,1,0,1
17200,renault,white,0,0,1
140200,bmd,black,1,1,1
53200,ford,white,1,1,1
88200,renault,red,1,1,1
40200,bmd,white,0,0,1
9200,renault,white,0,1,1
13200,renault,white,0,0,1
86200,renault,white,0,0,1
12200,bmd,white,0,1,1
168200,renault,white,0,1,1
124200,ford,white,0,1,0
52200,renault,white,1,0,1
97200,bmd,white,1,1,1
100200,renault,black,1,0,1
15200,renault,white,0,1,1
30200,ford,white,0,1,1
20200,renault,black,0,1,1
125200,renault,white,1,0,0
123200,ford,white,0,0,1
11200,renault,white,1,1,1
29200,renault,red,1,1,1
16200,renault,white,1,1,1
58200,renault,white,1,1,1
26200,bmd,white,0,1,1
80200,renault,white,1,1,1
186200,bmd,red,1,1,1
5200,bmd,white,0,1,1
130200,renault,red,1,1,1
190200,bmd,white,1,1,0
3200,renault,white,1,0,1
6200,renault,white,0,0,1
89200,renault,black,0,1,1
172200,ford,red,0,1,1
60200,bmd,white,1,1,0
9200,renault,white,0,1,0
24200,renault,white,1,1,0
86200,bmd,white,1,1,1
144200,ford,black,0,0,1
53200,bmd,white,0,0,1
210200,ford,white,0,1,0
93200,bmd,white,1,1,1
139200,bmd,black,1,0,0
61200,renault,red,1,1,1
17200,ford,white,1,1,0
3200,renault,white,1,1,0
21200,renault,white,0,1,0
25200,renault,white,0,1,1
79200,renault,white,1,1,1
87200,renault,red,0,0,1
111200,renault,red,1,0,0
49200,renault,white,0,0,1
18200,renault,white,0,1,1
60200,renault,white,1,1,1
50200,renault,white,1,0,1
39200,bmd,white,0,0,0
82200,bmd,white,0,1,0
173200,renault,black,0,1,1
60200,bmd,white,0,1,1
52200,renault,white,1,0,1
46200,ford,white,1,0,1
30200,renault,white,1,1,1
61200,renault,white,0,1,0
67200,renault,red,0,1,0
78200,ford,white,0,1,1
143200,toyota,white,0,1,1
66200,bmd,red,0,1,1
5200,ford,white,1,1,1
58200,ford,white,1,1,1
132200,bmd,white,1,1,1
135200,ford,white,0,1,1
96200,ford,white,0,0,0
156200,renault,white,0,1,1
61200,renault,white,0,0,1
97200,renault,white,1,1,1
102200,bmd,white,1,1,0
143200,renault,white,0,0,1
93200,bmd,black,0,0,1
26200,bmd,white,0,1,1
45200,ford,white,1,1,1
38200,ford,white,1,1,1
140200,bmd,white,1,1,1
14200,ford,white,1,0,1
168200,renault,black,0,1,0
136200,ford,red,1,0,1
80200,renault,red,1,1,1
102200,renault,red,1,1,1
41200,renault,black,0,0,0
1200,renault,black,1,0,1
7200,renault,white,0,1,1
33200,ford,white,0,1,1
150200,bmd,white,1,1,1
36200,ford,white,0,1,1
146200,renault,white,0,0,1
112200,ford,white,0,0,0
59200,renault,red,1,1,1
10200,renault,white,0,1,1
63200,bmd,white,1,1,1
188200,bmd,white,1,0,1
61200,renault,white,1,1,1
74200,renault,red,1,1,1
16200,ford,white,1,0,1
101200,bmd,white,1,1,1
41200,bmd,red,0,1,1
152200,ford,red,0,0,1
65200,renault,red,0,1,1
39200,renault,white,0,0,1
98200,renault,black,0,0,1
35200,renault,black,1,0,0
131200,ford,black,0,1,1
189200,toyota,white,0,0,1
8200,renault,white,1,1,1
107200,bmd,white,1,0,1
25200,renault,white,1,1,1
59200,bmd,black,0,1,1
5200,renault,white,0,1,1
55200,renault,black,1,1,1
77200,renault,red,1,1,0
110200,ford,white,0,1,1
97200,ford,white,0,1,1
22200,ford,white,1,0,1
32200,renault,white,1,1,1
183200,bmd,white,1,0,1
113200,bmd,white,0,1,1
36200,renault,white,1,1,1
156200,bmd,black,1,0,0
66200,renault,white,1,1,1
182200,bmd,white,1,0,1
91200,renault,red,0,1,1
97200,bmd,red,0,1,1
21200,bmd,white,0,1,1
71200,bmd,white,1,1,0
47200,renault,white,0,1,1
13200,bmd,white,0,0,1
29200,renault,white,0,0,1
74200,renault,white,0,1,1
62200,renault,red,0,1,1
142200,renault,black,0,1,1
123200,ford,red,0,1,0
105200,ford,black,1,1,1
18200,ford,black,1,1,0
30200,renault,black,1,1,1
42200,renault,white,0,0,1
124200,bmd,red,1,1,1
99200,renault,white,0,1,1
134200,renault,white,0,0,1
20200,renault,white,0,1,0
26200,renault,white,0,1,1
83200,renault,white,0,1,1
26200,renault,white,0,1,1
66200,renault,white,1,1,1
13200,renault,white,0,1,0
88200,bmd,black,1,1,0
121200,renault,white,0,0,1
37200,renault,white,0,0,1
118200,toyota,white,1,0,1
113200,renault,white,1,1,1
190200,bmd,white,1,1,1
66200,ford,black,1,1,1
152200,renault,white,1,0,1
39200,bmd,red,0,1,1
97200,toyota,black,0,1,1
37200,renault,black,1,1,1
12200,renault,white,0,1,0
63200,renault,white,1,0,1
141200,renault,white,0,1,1
159200,ford,white,0,1,1
19200,renault,white,1,1,1
17200,renault,black,1,1,1
68200,renault,white,0,0,1
41200,ford,black,1,1,1
21200,volvo,red,0,1,1
52200,renault,red,0,1,1
42200,ford,white,1,1,1
17200,bmd,white,0,1,1
68200,renault,red,0,1,1
6200,renault,white,1,0,1
59200,bmd,black,0,1,1
151200,renault,white,0,1,1
100200,volvo,red,1,1,1
7200,renault,white,1,1,1
55200,renault,red,1,1,1
121200,renault,red,1,1,1
103200,renault,white,1,1,1
11200,renault,white,0,1,1
21200,ford,white,1,1,1
33200,bmd,white,0,1,1
79200,bmd,black,0,1,1
69200,renault,white,1,1,1
49200,bmd,white,0,0,1
63200,ford,white,0,0,1
62200,bmd,black,1,1,1
102200,volvo,white,0,1,1
22200,ford,white,1,1,0
11200,renault,red,1,1,1
39200,renault,white,0,1,0
34200,ford,white,1,1,0
22200,renault,white,0,1,1
129200,bmd,white,1,1,1
2200,ford,white,1,1,1
95200,renault,red,0,1,0
20200,bmd,white,0,1,0
63200,renault,white,1,1,1
62200,renault,red,0,0,1
135200,renault,white,0,0,1
100200,bmd,black,1,1,1
33200,ford,red,1,1,1
109200,bmd,white,1,1,1
95200,renault,white,1,1,1
108200,bmd,white,1,0,1
52200,ford,white,1,1,1
22200,renault,white,0,1,1
99200,volvo,red,0,1,0
80200,renault,white,1,1,1
37200,bmd,red,0,1,1
13200,renault,white,1,1,1
68200,renault,red,0,1,1
53200,bmd,white,0,1,1
72200,bmd,red,0,1,1
77200,bmd,white,1,1,0
76200,renault,red,0,0,0
99200,ford,white,0,0,1
55200,renault,white,1,0,1
46200,ford,white,1,1,0
42200,toyota,white,1,0,0
95200,renault,white,0,1,1
25200,ford,white,1,1,1
125200,volvo,white,0,0,1
52200,bmd,white,0,1,1
57200,renault,white,1,1,1
76200,renault,red,1,1,1
143200,bmd,white,1,0,1
134200,bmd,white,1,1,1
80200,ford,white,0,1,1
3200,renault,red,0,1,0
2200,ford,white,1,1,1
198200,bmd,white,1,1,0
64200,renault,red,1,1,1
35200,renault,black,1,0,0
12200,bmd,black,0,1,0
148200,bmd,white,1,0,1
46200,renault,white,0,1,0
49200,renault,white,0,1,1
30200,bmd,black,0,0,0
101200,renault,black,0,1,1
38200,bmd,red,0,1,1
54200,bmd,white,1,0,1
42200,renault,white,1,0,1
15200,bmd,white,0,0,0
89200,renault,white,1,1,1
61200,ford,white,0,1,0
77200,renault,white,0,1,1
52200,renault,red,0,1,1
18200,bmd,white,0,0,1
14200,renault,white,1,1,1
27200,renault,white,0,1,1
57200,renault,white,0,1,1
29200,renault,black,1,1,1
13200,renault,white,0,0,1
12200,renault,white,1,1,1
134200,bmd,white,1,0,1
141200,ford,black,0,1,1
94200,bmd,white,1,0,0
4200,renault,red,1,1,0
42200,renault,white,0,0,1
67200,toyota,white,1,0,1
5200,renault,white,1,1,1
19200,renault,white,1,1,1
69200,ford,white,1,1,1
35200,renault,white,1,1,0
50200,bmd,white,0,1,1
181200,ford,red,1,1,1
58200,renault,white,1,1,1
31200,renault,white,1,1,1
77200,bmd,white,1,0,1
189200,toyota,white,0,1,1
22200,renault,white,0,1,1
106200,renault,black,1,0,1
111200,renault,black,0,1,1
99200,ford,black,0,1,1
77200,ford,white,0,1,1
14200,bmd,white,0,1,1
11200,renault,white,1,1,1
36200,renault,white,0,1,1
120200,volvo,white,0,1,1
68200,bmd,white,1,1,1
43200,renault,white,0,1,1
37200,ford,white,1,1,0
134200,ford,white,0,1,1
164200,ford,white,0,1,0
35200,ford,black,1,1,1
57200,ford,black,0,0,1
21200,renault,white,0,1,1
15200,ford,white,1,1,1
16200,ford,white,1,1,1
194200,volvo,white,1,1,1
49200,renault,white,0,1,1
229200,bmd,white,1,1,1
87200,renault,white,1,1,0
15200,bmd,white,0,1,1
72200,renault,white,1,1,0
58200,renault,red,0,1,1
1200,ford,red,1,1,1
191200,renault,red,1,1,1
49200,renault,white,1,1,1
126200,volvo,white,1,1,1
199200,renault,white,1,0,1
68200,ford,white,0,1,0
30200,ford,white,0,1,1
2200,renault,black,1,1,1
73200,renault,white,0,0,0
92200,ford,white,0,1,0
163200,ford,white,0,1,1
84200,renault,white,1,1,1
1200,renault,black,0,1,1
5200,bmd,white,0,1,1
128200,toyota,black,0,1,1
138200,bmd,red,1,1,0
61200,bmd,white,1,1,1
55200,ford,white,1,0,1
79200,bmd,white,0,0,1
97200,ford,white,0,1,1
91200,bmd,red,1,1,1
32200,ford,white,1,0,1
3200,renault,white,0,1,1
95200,renault,white,0,1,1
70200,renault,white,0,0,1
7200,bmd,red,0,1,0
164200,renault,white,0,1,1
3200,ford,white,1,0,1
31200,ford,white,1,1,1
35200,bmd,white,0,0,1
181200,renault,red,1,0,0
15200,ford,black,1,1,0
50200,renault,white,0,1,1
4200,renault,white,0,0,0
23200,renault,red,1,1,1
20200,bmd,black,0,1,1
78200,renault,white,0,1,1
39200,ford,white,1,1,1
91200,renault,white,1,1,1
85200,renault,white,0,1,1
247200,renault,white,1,1,1
112200,bmd,black,1,1,1
105200,ford,black,0,1,1
84200,ford,white,0,1,1
146200,toyota,white,0,1,1
95200,bmd,white,0,1,1
77200,renault,white,0,1,1
60200,bmd,white,1,1,1
44200,bmd,white,0,1,1
42200,renault,white,0,1,1
4200,ford,white,1,1,1
150200,bmd,white,1,1,0
25200,renault,white,0,1,1
127200,renault,white,1,0,1
132200,bmd,black,1,0,1
89200,bmd,red,0,1,1
176200,renault,white,0,1,1
58200,renault,red,1,1,1
129200,bmd,white,1,1,1
39200,renault,red,1,1,1
37200,renault,white,1,0,1
86200,ford,red,0,1,0
72200,bmd,white,1,0,1
91200,renault,white,0,1,1
40200,renault,white,1,1,1
34200,renault,white,0,1,0
131200,renault,white,1,0,0
25200,renault,white,0,1,1
74200,ford,white,1,0,0
75200,bmd,white,1,1,1
110200,renault,red,1,1,0
25200,renault,white,0,0,1
23200,renault,white,0,1,1
167200,renault,white,1,1,1
54200,ford,white,0,1,1
88200,renault,white,0,0,1
53200,renault,white,1,0,1
52200,renault,white,1,1,1
91200,renault,white,0,0,1
38200,bmd,black,0,1,1
148200,renault,white,1,1,1
67200,ford,red,1,1,1
50200,bmd,white,0,1,1
23200,bmd,white,0,1,1
4200,ford,white,1,1,1
53200,renault,white,1,1,0
73200,renault,white,0,0,1
12200,renault,red,0,1,1
245200,toyota,red,0,1,1
77200,bmd,white,0,0,1
4200,renault,white,0,1,1
6200,renault,white,1,0,0
97200,ford,black,0,1,1
68200,ford,white,0,0,1
37200,renault,white,0,1,1
31200,renault,white,1,0,1
100200,renault,white,1,1,1
72200,bmd,red,0,1,1
170200,renault,black,0,1,1
70200,renault,white,0,1,0
77200,renault,white,0,1,1
30200,renault,white,0,0,1
34200,renault,white,1,1,1
277200,toyota,white,0,1,1
155200,ford,white,0,1,1
18200,renault,white,1,1,1
170200,renault,black,0,1,1
20200,ford,white,1,0,1
69200,renault,white,0,0,1
99200,ford,white,0,0,1
133200,renault,red,1,0,1
51200,bmd,white,1,1,1
102200,bmd,white,1,1,0
133200,renault,white,0,1,1
61200,renault,white,0,1,1
10200,renault,red,1,1,0
226200,bmd,white,1,0,1
165200,ford,white,0,1,1
39200,bmd,white,0,0,1
110200,renault,white,1,1,0
82200,renault,white,0,1,1
73200,renault,white,1,1,0
149200,renault,white,1,1,1
71200,bmd,white,1,0,1
92200,renault,white,1,1,1
2200,ford,white,1,1,1
44200,bmd,black,0,1,1
41200,ford,red,1,1,1
137200,bmd,white,1,0,0
21200,bmd,white,0,1,1
23200,ford,white,1,1,1
12200,renault,red,1,1,1
150200,toyota,black,0,1,1
31200,renault,white,1,1,1
87200,bmd,white,1,0,1
4200,renault,white,1,1,1
102200,bmd,white,1,1,1
75200,toyota,red,1,0,1
100200,renault,white,1,1,1
115200,renault,black,0,1,0
70200,renault,black,1,1,1
92200,renault,white,0,1,1
52200,bmd,black,0,1,1
20200,bmd,red,0,1,1
50200,renault,red,0,1,1
61200,renault,white,0,0,1
48200,renault,white,0,0,0
17200,renault,black,1,0,0
37200,ford,white,0,1,0
27200,renault,white,0,1,0
103200,bmd,white,1,1,1
188200,renault,red,1,1,1
39200,renault,white,1,1,1
84200,renault,white,1,1,1
77200,bmd,black,1,1,1
63200,renault,white,0,1,1
74200,bmd,white,1,1,1
135200,bmd,red,1,1,1
122200,bmd,white,1,1,1
100200,volvo,white,1,0,1
45200,bmd,white,1,1,1
35200,ford,white,0,1,1
46200,bmd,white,0,0,1
145200,toyota,red,0,0,1
67200,bmd,white,1,0,1
99200,renault,white,0,1,1
9200,renault,white,1,1,0
50200,bmd,white,0,1,1
88200,renault,white,1,0,1
45200,ford,white,1,0,1
12200,renault,white,1,1,1
56200,bmd,white,1,1,1
107200,toyota,red,1,0,1
95200,renault,white,0,1,1
70200,renault,white,0,0,1
103200,ford,white,0,1,1
92200,renault,black,1,1,1
207200,renault,white,0,0,1
67200,ford,red,0,1,1
100200,renault,white,1,1,1
99200,renault,white,1,1,1
4200,renault,white,0,1,1
30200,ford,red,1,0,1
80200,renault,white,0,1,1
89200,bmd,white,1,1,1
60200,ford,white,0,1,1
10200,renault,white,1,1,1
18200,renault,black,1,1,1
60200,renault,red,0,1,1
85200,renault,red,0,1,1
173200,ford,white,0,1,1
52200,renault,white,0,1,1
74200,ford,white,0,1,1
104200,renault,black,1,1,1
54200,ford,white,0,1,1
23200,bmd,black,0,1,1
144200,ford,white,0,1,1
82200,renault,white,1,1,1
16200,renault,white,0,0,1
43200,bmd,black,0,0,1
285200,volvo,white,1,0,0
139200,renault,white,1,1,1
78200,ford,white,0,1,1
49200,renault,white,0,1,1
159200,bmd,black,1,1,1
39200,renault,white,1,1,1
176200,toyota,red,0,1,0
87200,renault,black,0,1,1
22200,bmd,white,0,1,1
33200,ford,white,0,0,1
43200,renault,red,0,1,1
88200,ford,black,0,1,1
69200,bmd,white,0,1,1
215200,renault,white,0,1,1
21200,bmd,white,0,1,0
80200,ford,black,0,0,0
30200,bmd,white,0,1,1
150200,renault,white,0,1,1
3200,renault,white,1,0,1
15200,ford,white,1,0,1
34200,renault,white,0,1,1
32200,renault,white,0,1,1
42200,ford,black,1,1,1
19200,renault,white,0,0,1
65200,ford,white,1,1,1
75200,ford,white,1,1,1
164200,ford,red,1,0,1
163200,bmd,white,1,0,0
59200,renault,white,0,1,1
124200,volvo,black,1,1,0
7200,renault,white,0,0,1
35200,renault,white,1,1,1
3200,renault,black,0,1,1
73200,ford,red,1,1,1
140200,bmd,white,1,1,0
64200,ford,white,0,0,1
137200,bmd,white,1,1,1
73200,renault,white,0,1,1
80200,renault,white,0,1,1
51200,bmd,white,0,1,1
84200,bmd,red,0,1,1
78200,renault,white,0,0,1
5200,renault,white,1,1,1
93200,renault,white,1,0,1
86200,volvo,white,1,0,1
101200,renault,white,0,1,0
106200,toyota,white,1,1,1
31200,renault,white,0,1,1
75200,renault,red,1,1,1
51200,ford,white,1,1,1
140200,ford,white,0,1,0
171200,toyota,black,1,1,1
28200,renault,red,0,1,0
134200,ford,white,0,1,1
16200,ford,white,1,1,1
52200,renault,white,0,0,1
123200,renault,white,0,1,1
103200,toyota,white,0,1,1
44200,renault,white,0,1,1
54200,bmd,white,1,1,1
78200,renault,white,0,1,1
41200,ford,black,1,0,1
60200,ford,white,0,1,1
65200,ford,red,0,0,1
42200,bmd,white,0,0,1
131200,renault,white,1,1,1
32200,renault,white,1,1,0
1200,ford,black,1,1,1
143200,renault,white,1,0,1
104200,renault,white,0,1,1
35200,renault,white,1,1,0
84200,renault,white,0,1,1
20200,renault,black,0,1,1
143200,bmd,white,1,1,0
114200,renault,white,0,1,1
38200,renault,white,1,1,1
89200,renault,red,0,1,0
136200,ford,black,0,1,1
127200,ford,red,0,1,1
72200,ford,white,0,0,1
91200,bmd,black,1,1,1
36200,bmd,white,0,1,1
60200,ford,red,1,1,1
34200,ford,black,0,1,0
66200,renault,black,1,1,1
125200,renault,white,1,1,1
103200,bmd,white,0,0,1
109200,bmd,white,1,1,0
125200,ford,white,0,1,1
43200,bmd,red,0,0,1
26200,bmd,red,0,1,1
79200,renault,white,1,1,1
153200,bmd,white,1,1,1
117200,renault,white,1,1,1
104200,bmd,white,1,1,1
45200,renault,white,1,1,1
3200,renault,white,0,1,1
137200,ford,white,0,1,1
57200,renault,white,0,0,1
38200,renault,white,0,1,1
62200,renault,white,1,0,0
108200,ford,white,0,0,1
200200,bmd,red,1,0,1
22200,bmd,white,0,0,1
19200,renault,white,1,0,1
76200,renault,red,1,1,0
113200,bmd,white,1,1,1
110200,renault,white,0,1,0
63200,renault,black,0,1,0
23200,bmd,black,0,1,1
18200,renault,white,1,1,1
58200,renault,white,0,0,0
187200,ford,white,0,1,1
158200,ford,white,0,1,1
43200,bmd,white,0,0,1
231200,bmd,red,1,0,1
220200,ford,red,0,1,1
12200,renault,red,0,0,1
150200,renault,white,0,1,0
88200,ford,white,0,0,1
122200,renault,white,0,0,1
131200,bmd,white,0,1,1
79200,ford,white,0,1,0
125200,bmd,white,1,0,1
106200,renault,white,1,1,1
88200,ford,white,1,0,1
42200,bmd,black,0,1,1
176200,toyota,white,0,1,1
80200,renault,white,1,0,1
36200,renault,white,1,0,1
72200,renault,red,1,1,1
104200,bmd,white,1,1,1
100200,bmd,white,1,1,0
79200,bmd,white,1,1,1
69200,bmd,white,1,0,1
171200,renault,white,1,1,1
101200,ford,white,0,1,1
25200,renault,black,1,1,1
103200,ford,white,0,1,0
61200,ford,white,1,1,1
65200,renault,white,1,1,1
167200,ford,red,0,1,1
129200,renault,white,0,0,1
4200,renault,white,0,1,0
133200,renault,white,1,1,1
39200,bmd,white,0,1,1
72200,ford,white,1,1,1
48200,renault,black,1,1,1
50200,renault,white,1,1,0
129200,renault,white,1,1,1
30200,renault,white,1,0,1
180200,renault,red,0,1,1
78200,renault,black,1,1,0
58200,renault,white,0,1,1
159200,bmd,white,1,0,1
62200,renault,black,0,1,1
29200,renault,black,0,1,1
44200,bmd,white,1,1,1
119200,bmd,red,1,0,1
62200,renault,white,0,1,0
106200,renault,white,1,1,1
60200,renault,white,0,1,1
168200,ford,red,0,0,1
4200,renault,red,1,1,1
19200,renault,white,1,1,1
48200,ford,red,1,1,1
165200,renault,white,1,1,1
52200,bmd,white,1,1,1
21200,renault,white,1,0,0
38200,bmd,white,0,1,1
9200,renault,black,0,0,1
62200,renault,white,1,1,1
51200,ford,black,1,1,1
3200,ford,white,1,1,1
9200,toyota,black,1,1,1
44200,renault,white,0,0,1
14200,renault,red,1,0,1
67200,renault,white,1,1,1
150200,renault,red,0,1,0
10200,bmd,red,0,1,1
58200,bmd,white,0,1,1
45200,renault,black,0,1,1
10200,renault,black,0,1,1
54200,ford,white,1,0,1
99200,ford,white,0,1,1
174200,ford,red,0,1,0
55200,renault,white,0,1,1
71200,ford,white,0,1,1
35200,renault,white,0,1,1
161200,bmd,white,1,1,1
75200,volvo,white,0,1,1
79200,ford,white,0,1,1
104200,volvo,white,0,1,1
75200,ford,white,0,1,1
63200,renault,white,1,1,1
80200,renault,white,0,1,0
59200,bmd,white,1,1,1
31200,ford,white,1,1,1
69200,bmd,red,0,1,1
74200,ford,white,0,1,1
60200,renault,red,0,0,1
37200,renault,black,1,1,1
107200,bmd,white,0,0,1
4200,renault,white,0,1,1
159200,bmd,white,1,1,1
75200,renault,white,0,1,0
93200,renault,white,1,1,0
72200,renault,white,0,1,1
147200,ford,white,0,1,1
66200,ford,white,0,1,1
56200,renault,white,0,1,1
181200,ford,white,0,1,1
42200,bmd,red,0,1,0
30200,renault,white,0,0,1
63200,ford,white,1,1,1
89200,renault,white,1,1,0
87200,ford,red,0,1,1
104200,renault,black,1,1,0
